Esperanto,Japanese_Trans,Chinese_Trans,Level_JP,Level_CN,Level_JP_Num,Level_JP_Scaled,Unified_Level
buko,"{Ｂ}バックル, 尾錠",带扣,,9.0,,,9.0
bulbo,"{Ｂ}【植】球根, 鱗茎（りんけい）",球茎，鳞茎,,9.0,,,9.0
bulvardo,{Ｂ}大通り,林阴大道,,8.0,,,8.0
burĝo,"{Ｂ}市民（中産階級の）, ブルジョア",自由民；中产者，布尔乔亚,,7.0,,,7.0
buĉi,{Ｂ}［他］（家畜を）屠殺する; 虐殺する,宰杀（供神）；屠杀,,9.0,,,9.0
centimetro,{Ｂ}センチメートル,厘米,,9.0,,,9.0
cigaro,{Ｂ}葉巻,雪茄,,9.0,,,9.0
cikado,{Ｂ}【虫】セミ（蝉）,蝉属昆虫,,9.0,,,9.0
cikatro,"{Ｂ}傷跡, 瘢痕（はんこん）",伤痕，疤,,9.0,,,9.0
cikonio,{Ｂ}【鳥】コウノトリ（属）,鹳属鸟类,,9.0,,,9.0
cinamo,"{Ｂ}【料】シナモン, 肉桂（にっけい）",桂皮,,9.0,,,9.0
cirkelo,{Ｂ}コンパス（円を描く道具）,两脚规，圆规,,9.0,,,9.0
cirkvito,{Ｂ}【電】回路,电路,,9.0,,,9.0
ciro,"{Ｂ}靴墨, ワックス",皮革油，皮鞋油,,9.0,,,9.0
daktilo,{Ｂ}【植】ナツメヤシ（の実）,海枣，椰枣,,9.0,,,9.0
dando,"{Ｂ}伊達男, おしゃれな男",花花公子，纨绔子弟,,9.0,,,9.0
daŭr/igi,"{Ｂ}［他］続けさせる, 継続する",使继续；使持续,,7.0,,,7.0
daŭro,{Ｂ}継続（期間）,持续的时间,,4.0,,,4.0
de/pendi,"{Ｂ}［自］依存する, 頼る; 次第である",依赖，依靠；取决于；从属于,,8.0,,,8.0
de/teni (sin),"{Ｂ}［自］控える, 我慢する",不让接近，使离开；阻止，抑制，忍住,,9.0,,,9.0
debeto,"{Ｂ}【経】借方, 負債",负债，欠帐；帐簿的借方,,9.0,,,9.0
deliri,"{Ｂ}［自］うわごとを言う, 精神錯乱する; 夢中になる",谵妄，说胡话，精神错乱,,9.0,,,9.0
denunci,"{Ｂ}［他］密告する, 告発する",告发，揭发,,9.0,,,9.0
deserto,{Ｂ}【料】デザート,餐后点心,,8.0,,,8.0
detalo,"{Ｂ}詳細, 細部",细节，细目,,8.0,,,8.0
dev/ont/igi,{Ｂ}［他］義務を負わせる,使（某人）承担义务，使（某人）有责任；约束；（使）作出承诺,,9.0,,,9.0
diablo,{Ｂ}【宗】悪魔,魔鬼,,8.0,,,8.0
dianto,{Ｂ}【植】ナデシコ（撫子）（属）; カーネーション,石竹属植物,,9.0,,,9.0
dieto,"{Ｂ}規定食, 食事療法, ダイエット",（限制的）食谱；（给病人规定的）饮食,,9.0,,,9.0
dikti,"{Ｂ}［他］口述する, 書き取らせる; 指図する",口述，口授，使听写；强加，指令；授意，指使,,9.0,,,9.0
"dio,Dio",{Ｂ}【宗】神,神，上帝,,4.0,,,4.0
domaĝi,"{Ｂ}［他］惜しむ, もったいながる",吝惜，爱惜,,7.0,,,7.0
dorloti,"{Ｂ}［他］甘やかす, 溺愛する",宠爱，溺爱,,9.0,,,9.0
doto,{Ｂ}持参金,嫁妆,,9.0,,,9.0
drapo,{Ｂ}ラシャ（羅紗）,呢绒，毛料子,,8.0,,,8.0
dresi,"{Ｂ}［他］（動物を）調教する, 仕込む",驯兽,,9.0,,,9.0
efekto,"{Ｂ}効果, 効き目; 印象",印象，作用，影响，效果,,9.0,,,9.0
egoisto,"{Ｂ}利己主義者, エゴイスト",利己主义者,,9.0,,,9.0
ekspedi,"{Ｂ}［他］発送する, 送る",发送，寄发；发货,,9.0,,,9.0
ekvatoro,{Ｂ}【地理】赤道,赤道,,9.0,,,9.0
ekzekuti,"{Ｂ}［他］処刑する, 死刑を執行する",执行死刑，正法,,9.0,,,9.0
el/doni,"{Ｂ}［他］出版する, 発行する; 引き渡す",交出；出版,,9.0,,,9.0
el/turn/iĝi,"{Ｂ}［自］うまく切り抜ける, 言い逃れる",设法摆脱，设法脱身,,8.0,,,8.0
elasta,"{Ｂ}弾力のある, 伸縮自在の; 融通のきく",有弹力的，有弹性的；柔软的,,9.0,,,9.0
elektroniko,"{Ｂ}電子工学, エレクトロニクス",电子学,,9.0,,,9.0
emajlo,"{Ｂ}エナメル, 琺瑯（ほうろう）; 【解】（歯の）エナメル質",珐琅，搪瓷,,9.0,,,9.0
emocio,"{Ｂ}感情, 情動; 感動",感动，激动；感情,,8.0,,,8.0
enketi,{Ｂ}［自］調査する,审讯；调查,,9.0,,,9.0
epidemio,"{Ｂ}【病】流行病, 疫病",流行病，瘟疫,,9.0,,,9.0
eskapi,"{Ｂ}［自］逃げる, 脱出する",逃脱；逃避,,9.0,,,9.0
est/igi,"{Ｂ}［他］生じさせる, 引き起こす",使产生，使发生,,9.0,,,9.0
etapo,{Ｂ}（軍隊の）宿営地; 行程; 段階,旅站，宿营地；一站路；阶段,,9.0,,,9.0
etato,"{Ｂ}明細書, 一覧表; 予算表",一览表，详表，明细表,,9.0,,,9.0
ezoko,{Ｂ}【魚】カワカマス（属）,狗鱼属鱼类,,8.0,,,8.0
faco,"{Ｂ}面, 表面; 【数】面",（物体的）（平）面,,9.0,,,9.0
fago,{Ｂ}【植】ブナ（橅）（属）,壳斗属或山毛榉属植物,,9.0,,,9.0
fajenco,{Ｂ}陶器,瓷料，陶土,,9.0,,,9.0
faldo,"{Ｂ}ひだ, 折り目",折痕，折皱，褶子,,7.0,,,7.0
falsa,"{Ｂ}偽の, 偽造の",假，伪,,6.0,,,6.0
falĉi,{Ｂ}［他］（鎌で）刈る,割，刈；屠杀,,9.0,,,9.0
fasado,"{Ｂ}【建】正面, ファサード",（房屋的）正面,,9.0,,,9.0
fasono,"{Ｂ}（服の）仕立て, 裁断; 形, スタイル",（服装）式样,,9.0,,,9.0
fasti,"{Ｂ}［自］断食する, 精進する",斋戒；断食,,9.0,,,9.0
fazeolo,{Ｂ}【植】インゲンマメ（隠元豆）（属）,菜豆属植物（菜豆、绿豆等）；菜豆粒，菜豆角,,9.0,,,9.0
felto,{Ｂ}フェルト,毡,,9.0,,,9.0
fendo,"{Ｂ}割れ目, 裂け目",缝，裂缝，隙,,8.0,,,8.0
feo,{Ｂ}妖精,仙，神灵,,9.0,,,9.0
feĉo,"{Ｂ}おり, かす; 《転》くず",沉渣；糟粕,,9.0,,,9.0
fi!,{Ｂ}［間］チェッ！,呸！（表示嫌恶，不满，轻蔑）,,9.0,,,9.0
figo,{Ｂ}【果】イチジク（無花果）,无花果,,9.0,,,9.0
fiksa,"{Ｂ}固定した, 定着した",固定的，不变的,,5.0,,,5.0
flagri,{Ｂ}［自］（炎が）揺らめく; きらめく,闪烁；抖动，忽闪,,9.0,,,9.0
flati,"{Ｂ}［他］お世辞を言う, へつらう",阿谀奉承；使人满意,,9.0,,,9.0
fluido,"{Ｂ}流体, 流動体",流体,,9.0,,,9.0
fojno,{Ｂ}干し草,干草,,7.0,,,7.0
fonografo,{Ｂ}蓄音機,筒式留声机,,8.0,,,8.0
fontano,{Ｂ}噴水; 泉,人工喷泉，喷水池,,9.0,,,9.0
for/esti,"{Ｂ}［自］不在である, 欠席している",缺席，不在,,9.0,,,9.0
formiko,{Ｂ}【虫】アリ（蟻）,蚂蚁,,9.0,,,9.0
foso,"{Ｂ}穴, 堀",坑,,6.0,,,6.0
fotelo,{Ｂ}肘掛け椅子,圈椅，安乐椅,,9.0,,,9.0
fotografi,{Ｂ}［他］写真に撮る,摄影，照相,,7.0,,,7.0
frako,{Ｂ}【服】燕尾服,燕尾服,,9.0,,,9.0
frambo,"{Ｂ}【果】キイチゴ（木苺）, ラズベリー",覆盆子,,8.0,,,8.0
frua,"{Ｂ}早い, 初期の",早的，早期的,,3.0,,,3.0
fulgo,{Ｂ}すす（煤）,煤烟，油烟,,8.0,,,8.0
funelo,{Ｂ}漏斗（じょうご）,漏斗，喇叭筒,,9.0,,,9.0
funto,{Ｂ}【単】ポンド（重量単位）,一磅,,8.0,,,8.0
furaĝo,"{Ｂ}飼料, まぐさ",饲草,,9.0,,,9.0
galo,"{Ｂ}【解】胆汁; 《転》苦々しさ, 癇癪",胆汁；恼怒，脾气,,9.0,,,9.0
galoŝo,"{Ｂ}オーバーシューズ, ゴム靴",套鞋,,9.0,,,9.0
garaĝo,"{Ｂ}車庫, ガレージ",收费存车处；汽车修理厂；停车场,,8.0,,,8.0
garbo,"{Ｂ}束（たば）, 稲束",捆，束状物,,9.0,,,9.0
garni,"{Ｂ}［他］飾る, 装飾する; 付け合わせる",加固，装设；置备；装饰,,9.0,,,9.0
gelateno,{Ｂ}ゼラチン,明胶，骨胶，动物胶,,9.0,,,9.0
generalo,{Ｂ}【軍】将軍,将领，将军,,9.0,,,9.0
gesti,{Ｂ}［自］身振りをする,做手势，用姿势示意,,8.0,,,8.0
girlando,{Ｂ}花輪,花环，花冠,,9.0,,,9.0
gloro,"{Ｂ}栄光, 誉れ",光荣，荣誉,,8.0,,,8.0
gluo,"{Ｂ}糊（のり）, 接着剤",胶，胶水；糨糊,,7.0,,,7.0
gobio,{Ｂ}【魚】カマツカ（属）,鮈属鱼类，鮈鱼,,9.0,,,9.0
grego,{Ｂ}群れ（家畜の）,畜群，混乱的一群,,9.0,,,9.0
grimaci,{Ｂ}［自］しかめっ面をする,做怪相，扮鬼脸,,9.0,,,9.0
grinci,"{Ｂ}［自］きしる, ギシギシいう",发出刺耳的声音,,9.0,,,9.0
gripo,"{Ｂ}【病】インフルエンザ, 流感",流行性感冒,,9.0,,,9.0
groto,{Ｂ}洞窟,岩洞，洞窟,,9.0,,,9.0
gudro,{Ｂ}タール,柏油，焦油,,9.0,,,9.0
gust/umi,"{Ｂ}［他］味わう, 味見する",品味，品尝；领略，欣赏，享受,,9.0,,,9.0
gvardio,{Ｂ}【軍】近衛兵,近卫军,,9.0,,,9.0
ha!,"{Ｂ}［間］はっ！, ああ！",啊！（对突然发现的好事或坏事表示意外，惊异，吃惊）,,1.0,,,1.0
hajlo,"{Ｂ}【気】雹（ひょう）, 霰（あられ）",冰雹,,8.0,,,8.0
hangaro,{Ｂ}格納庫,飞机库，飞机棚,,9.0,,,9.0
haringo,{Ｂ}【魚】ニシン（鰊）,大西洋鲱,,9.0,,,9.0
hav/igi,"{Ｂ}［他］入手させる, 得させる",使获得，使得到，使具有,,9.0,,,9.0
he!,{Ｂ}［間］おい！,喂！,,8.0,,,8.0
hektaro,{Ｂ}【単】ヘクタール,公顷,,9.0,,,9.0
heĝo,{Ｂ}生け垣,灌木树篱，绿篱,,9.0,,,9.0
ho!,{Ｂ}［間］おお！,嗬！啊！呵！（通常用以表示感情的激动；也常用于怨忿不满时）,,1.0,,,1.0
horizontalo,{Ｂ}水平線,水平线，等高线，横线,,9.0,,,9.0
hufo,{Ｂ}（馬などの）ひづめ,蹄,,8.0,,,8.0
ia/foj/e,{Ｂ}［副］時々; かつて,有时；偶尔；有一次,,9.0,,,9.0
impeti,"{Ｂ}［自］突進する, 激しく動く",突进，冲刺,,9.0,,,9.0
impulso,"{Ｂ}衝動; 【理】衝撃, インパルス",推进力；脉冲；冲动,,9.0,,,9.0
insidi,"{Ｂ}［自］わなを掛ける, 陥れようとする",设陷阱，布圈套，暗害,,9.0,,,9.0
inspektoro,"{Ｂ}検査官, 監督官",检察官；监督官（舞台监督多用 inspiciento）,,9.0,,,9.0
instanco,{Ｂ}【法】審級; 決定機関,诉讼审级,,9.0,,,9.0
intereso,"{Ｂ}興味, 関心; 利益",兴趣,,3.0,,,3.0
interpelacii,{Ｂ}［他］（議会で）質問する,提出质问，质询,,9.0,,,9.0
invalido,{Ｂ}傷痍軍人; 身体障害者,残疾人，伤员，病弱者,,9.0,,,9.0
jugo,"{Ｂ}くびき; 《転》束縛, 圧制",轭，轭形门；桎梏，奴役,,9.0,,,9.0
juki,{Ｂ}［自］かゆい,痒，发痒,,9.0,,,9.0
jungi,{Ｂ}［他］（馬などを）車につなぐ,套（牲口），挂（车）,,9.0,,,9.0
kahelo,{Ｂ}タイル,方瓷砖，花砖,,9.0,,,9.0
kajuto,"{Ｂ}船室, キャビン",船舱，机舱,,9.0,,,9.0
kakao,{Ｂ}カカオ,可可豆,,9.0,,,9.0
kakto,{Ｂ}【植】サボテン,仙人掌科植物,,9.0,,,9.0
kalkan/umo,{Ｂ}（靴の）かかと,鞋后跟,,9.0,,,9.0
kalo,"{Ｂ}たこ（胼胝）, まめ",趼子，茧子，胼胝,,9.0,,,9.0
kamelo,{Ｂ}【動】ラクダ（駱駝）,骆驼属动物,,9.0,,,9.0
kankro,{Ｂ}【動】カニ; 【天】巨蟹宮,蟹；螃蟹；巨蟹座,,9.0,,,9.0
kaprica,{Ｂ}気まぐれな,任性，无常,,8.0,,,8.0
karafo,{Ｂ}水差し（ガラス製の）,长颈大肚玻璃瓶,,9.0,,,9.0
karnavalo,"{Ｂ}謝肉祭, カーニバル",狂欢节，嘉年华会,,9.0,,,9.0
karpo,{Ｂ}【魚】コイ（鯉）; 【解】手根,鲤鱼,,9.0,,,9.0
kaskedo,"{Ｂ}鳥打ち帽, 制帽",制服帽，鸭舌帽，大盖帽,,9.0,,,9.0
kaverno,"{Ｂ}洞窟, 洞穴",地下深洞，大山洞；腔，洞,,9.0,,,9.0
kejlo,{Ｂ}くさび; 栓,楔形木钉；销钉，栓,,9.0,,,9.0
kilogramo,{Ｂ}キログラム,千克,,6.0,,,6.0
kilometro,{Ｂ}キロメートル,千米,,8.0,,,8.0
kiom/a,"{Ｂ}［疑問形容詞］第何の, 何番目の",第几,,9.0,,,9.0
kirurgo,{Ｂ}外科医,外科医生,,9.0,,,9.0
kitelo,"{Ｂ}上っ張り, スモック",长罩衫，工作罩衫,,8.0,,,8.0
klingo,"{Ｂ}刃, 刀身",刀身，刀口，刃,,7.0,,,7.0
kliniko,"{Ｂ}診療所, クリニック; 臨床講義",临床讲解；临床学；诊所，门诊部,,9.0,,,9.0
kokoso,{Ｂ}【植】ココヤシ（の実）,椰子（果）,,9.0,,,9.0
kol/umo,"{Ｂ}襟（えり）, カラー",衣领,,8.0,,,8.0
kolekto,"{Ｂ}収集, コレクション",收集,,4.0,,,4.0
kolonelo,{Ｂ}【軍】大佐,团长，上校,,9.0,,,9.0
komisaro,"{Ｂ}委員, 警視",临时委员，专员；委员；有行政和司法职权的国家官员,,9.0,,,9.0
kompensi,"{Ｂ}［他］償う, 埋め合わせる",补偿，赔偿，弥补；抵消，抵偿,,9.0,,,9.0
komplemento,{Ｂ}補足物; 【文】補語,补语；补足（物），补充（物）,,9.0,,,9.0
komplezi,"{Ｂ}［自］親切にする, 便宜を図る",献殷勤，讨好,,8.0,,,8.0
kompromiti,"{Ｂ}［他］（評判などを）危うくする, 傷つける",连累，累及,,9.0,,,9.0
komun/umo,"{Ｂ}共同体, 自治体",市镇，区；公社,,9.0,,,9.0
koncentri,{Ｂ}［他］集中させる,集中；集结或集合；浓缩,,9.0,,,9.0
konfiti,{Ｂ}［他］砂糖漬けにする,糖腌，蜜饯,,8.0,,,8.0
konkordo,"{Ｂ}一致, 調和, 和合",完全一致，充分融洽,,9.0,,,9.0
konsulo,{Ｂ}領事,执政官，领事,,9.0,,,9.0
kontesti,"{Ｂ}［他］異議を唱える, 否定する",对…表示异议，否认,,9.0,,,9.0
konvalo,{Ｂ}【植】スズラン（鈴蘭）,铃兰属植物,,9.0,,,9.0
kopio,"{Ｂ}写し, コピー",复制品，影印图片，拷贝,,8.0,,,8.0
korko,{Ｂ}コルク,软木，瓶塞，塞子,,8.0,,,8.0
korniko,{Ｂ}【鳥】ズキンガラス,灰背乌鸦,,9.0,,,9.0
kresto,{Ｂ}とさか; 頂上,鸟冠，鸡冠；顶，脊；（波的）峰,,9.0,,,9.0
kukolo,{Ｂ}【鳥】カッコウ（郭公）,杜鹃属鸟类（布谷）,,8.0,,,8.0
kulto,"{Ｂ}崇拝, 礼拝",祭礼；宗教仪式,,9.0,,,9.0
kurento,{Ｂ}【電】電流,电流,,9.0,,,9.0
laboratorio,"{Ｂ}実験室, 研究所",实验室，化验室，检验室,,9.0,,,9.0
lacerto,{Ｂ}【動】トカゲ（蜥蜴）,蜥蜴属动物,,9.0,,,9.0
lako,"{Ｂ}ラッカー, 漆",漆，生漆,,9.0,,,9.0
lameno,"{Ｂ}薄板, 箔",薄片，薄板,,8.0,,,8.0
lanterno,"{Ｂ}手提げランプ, 提灯",提灯，灯笼,,9.0,,,9.0
lapo,{Ｂ}【植】ゴボウ（牛蒡）,牛蒡,,9.0,,,9.0
larvo,{Ｂ}【虫】幼虫,幼虫，鱼秧,,9.0,,,9.0
latitudo,{Ｂ}【地理】緯度,纬度,,9.0,,,9.0
latuno,{Ｂ}【化】真鍮（しんちゅう）,黄铜,,9.0,,,9.0
laĉo,{Ｂ}靴紐,鞋带、束带及类似的东西,,9.0,,,9.0
laŭbo,{Ｂ}あずまや,棚架，凉亭,,9.0,,,9.0
lesivo,"{Ｂ}洗濯用洗剤, 灰汁（あく）",洗衣粉，洗涤剂,,9.0,,,9.0
leŭtenanto,{Ｂ}【軍】中尉,陆（空）军中尉，海军上尉,,9.0,,,9.0
licenco,"{Ｂ}許可, 免許; 破格",（诗歌、语法的）例外；许可，特许,,9.0,,,9.0
ligo,"{Ｂ}連盟, 同盟",联盟，协会,,4.0,,,4.0
likvo,{Ｂ}液体,液体,,9.0,,,9.0
limako,{Ｂ}【動】ナメクジ（蛞蝓）,蛞蝓属动物（蛞蝓，也叫蜒蚰，鼻涕虫）,,9.0,,,9.0
lino,{Ｂ}【植】亜麻（あま）,亚麻属植物,,9.0,,,9.0
lokomotivo,{Ｂ}機関車,机车，火车头,,9.0,,,9.0
longitudo,{Ｂ}【地理】経度,经度,,9.0,,,9.0
lotuso,{Ｂ}【植】ハス（蓮）,百脉根属植物；莲，荷,,9.0,,,9.0
lubriki,"{Ｂ}［他］潤滑にする, 油を差す",加油，使润滑,,9.0,,,9.0
luko,{Ｂ}天窓; （船の）ハッチ,天窗，舱口；下水道口,,9.0,,,9.0
majesta,"{Ｂ}荘厳な, 威厳のある",威严，庄严，庄重，雄伟,,9.0,,,9.0
mal/varm/umo,{Ｂ}風邪,伤风，感冒,,8.0,,,8.0
maleolo,{Ｂ}【解】くるぶし,踝骨，踝,,9.0,,,9.0
malvo,{Ｂ}【植】ゼニアオイ（銭葵）（属）,锦葵属植物,,9.0,,,9.0
manovri,{Ｂ}［自］操縦する; 工作する,操练，演习,,9.0,,,9.0
marmelado,"{Ｂ}マーマレード, ジャム",果酱,,9.0,,,9.0
masoni,{Ｂ}［他］（石・煉瓦を）積む,砌，建筑,,7.0,,,7.0
mastr/umi,"{Ｂ}［他］管理する, 切り盛りする",料理家务，管理,,8.0,,,8.0
melki,{Ｂ}［他］乳を搾る,挤奶；榨取,,8.0,,,8.0
metalurgio,{Ｂ}冶金学,冶金学，冶金术,,9.0,,,9.0
meĥaniko,"{Ｂ}力学, 機械学, =mekaniko",同mekaniko（力学；机械学）,,8.0,,,8.0
meĥanismo,"{Ｂ}機械装置, 機構, =mekanismo",同mekanismo（机械原理；机器构造）,,8.0,,,8.0
milimetro,{Ｂ}ミリメートル,毫米,,8.0,,,8.0
mir/inda,"{Ｂ}驚くべき, 素晴らしい",值得惊奇的，不可思议的；奇妙的,,9.0,,,9.0
mirtelo,{Ｂ}【植】コケモモ（苔桃）,欧洲越橘,,9.0,,,9.0
mistifiki,"{Ｂ}［他］かつぐ, だます",愚弄，戏弄，哄骗,,9.0,,,9.0
munti,"{Ｂ}［他］組み立てる, 据え付ける",装配，安装；镶嵌；剪辑,,8.0,,,8.0
muzelo,"{Ｂ}（動物の）鼻面, 口先",突出的口器，口鼻部，兽吻,,9.0,,,9.0
muĝi,{Ｂ}［自］（牛などが）モーと鳴く; うなる,牛叫，狮吼，虎啸；咆哮，呼啸，轰鸣,,9.0,,,9.0
najtingalo,"{Ｂ}【鳥】サヨナキドリ, ナイチンゲール",歌鸲属鸟类（夜莺）,,9.0,,,9.0
nepra,"{Ｂ}絶対の, 必須の",必然的，绝对必要的，不可避免的,,6.0,,,6.0
nervoza,"{Ｂ}神経質な, 神経過敏な",烦躁，紧张不安；神经质，神经过敏,,9.0,,,9.0
neto,{Ｂ}清書,誊清的稿子,,8.0,,,8.0
nuko,"{Ｂ}【解】うなじ, 首筋",项，颈项（kolo的后部）,,9.0,,,9.0
nul,"{Ｂ}ゼロ, 零",零（用于读数码时）,,4.0,,,4.0
oficiro,"{Ｂ}将校, 士官",军官,,9.0,,,9.0
olivo,{Ｂ}【果】オリーブ,油橄榄,,8.0,,,8.0
operacii,{Ｂ}［他］手術する; 作戦を行う,做手术；运算,,8.0,,,8.0
opero,"{Ｂ}【楽】オペラ, 歌劇",歌剧,,9.0,,,9.0
oponi,"{Ｂ}［他］反対する, 異議を唱える",表示反对意见,,9.0,,,9.0
opozicii,"{Ｂ}［自］反対する, 対立する",反对，反抗,,9.0,,,9.0
oratoro,"{Ｂ}演説家, 雄弁家",演说家，演说者；雄辩家,,9.0,,,9.0
orfo,{Ｂ}孤児,孤儿,,8.0,,,8.0
orienti,{Ｂ}［他］方角を定める; 指導する,使建筑物朝东；定方位（方向）,,9.0,,,9.0
orto,{Ｂ}直角,直角,,8.0,,,8.0
ovalo,{Ｂ}楕円形,卵形线，卵形,,9.0,,,9.0
pa/njo,"{Ｂ}ママ, かあちゃん",patrino的昵称,,8.0,,,8.0
pa/ĉjo,"{Ｂ}パパ, とうちゃん",patro的昵称,,8.0,,,8.0
pajlo,{Ｂ}わら（藁）,麦秸，干草,,7.0,,,7.0
palato,{Ｂ}【解】口蓋（こうがい）,腭，上腭,,9.0,,,9.0
paliso,{Ｂ}杭（くい）,木桩，木橛,,9.0,,,9.0
palmo,{Ｂ}【植】ヤシ（椰子）,棕榈科植物通称,,9.0,,,9.0
paralelo,{Ｂ}平行線; 類似,平行线；[~oj]双杠,,9.0,,,9.0
paraŝuto,{Ｂ}パラシュート,降落伞,,9.0,,,9.0
pavo,{Ｂ}【鳥】クジャク（孔雀）,孔雀属鸟类；爱虚荣的人,,9.0,,,9.0
paŭzi,"{Ｂ}［自］休止する, 一休みする",暂停，暂歇,,8.0,,,8.0
pekli,{Ｂ}［他］塩漬けにする,盐腌，泡,,9.0,,,9.0
pendolo,{Ｂ}振り子,摆，摆锤；秋千,,9.0,,,9.0
perono,{Ｂ}（駅の）プラットフォーム; （古）玄関ポーチ,站台，月台；（旧）门前台阶,,9.0,,,9.0
piceo,{Ｂ}【植】トウヒ（唐檜）（属）,云杉属植物,,9.0,,,9.0
pigo,{Ｂ}【鳥】カササギ（鵲）,喜鹊属鸟类,,9.0,,,9.0
piloto,"{Ｂ}パイロット, 操縦士",领航员；飞行员,,9.0,,,9.0
pioĉo,{Ｂ}つるはし,十字镐,,8.0,,,8.0
pipo,{Ｂ}パイプ（喫煙用）,烟斗，烟杆,,7.0,,,7.0
plago,"{Ｂ}災難, 疫病",天灾；灾难，灾祸,,9.0,,,9.0
pland/umo,{Ｂ}靴底,鞋底,,9.0,,,9.0
plando,{Ｂ}足の裏,脚掌，脚底板,,9.0,,,9.0
planto,{Ｂ}植物,植物；作物,,6.0,,,6.0
plastiko,{Ｂ}造形術; 形成外科,造型艺术，塑造术,,9.0,,,9.0
platano,"{Ｂ}【植】スズカケノキ（鈴掛の木）, プラタナス",悬铃木属植物（包括英（法）国梧桐）,,9.0,,,9.0
plen/aĝa,{Ｂ}成年の,成年，达法定年龄的,,9.0,,,9.0
plen/umi,"{Ｂ}［他］果たす, 遂行する",完成，执行，履行,,8.0,,,8.0
pleto,"{Ｂ}盆, トレイ",盘，碟,,8.0,,,8.0
pli/igi,{Ｂ}［他］増やす,增长，增多,,9.0,,,9.0
plonĝi,"{Ｂ}［自］飛び込む, ダイビングする",[体育]跳水；俯冲,,9.0,,,9.0
pluralo,{Ｂ}【Ｇ】複数,复数,,9.0,,,9.0
poluro,"{Ｂ}光沢, つや",光泽；抛光,,6.0,,,6.0
porcelano,{Ｂ}磁器,瓷，瓷器,,9.0,,,9.0
precipa,"{Ｂ}主な, 主要な",最主要的，特别重要的；[~e]特别是，尤其是,,4.0,,,4.0
preskribi,{Ｂ}［他］規定する; 【医】処方する,规定，指示；开（药方），医嘱,,9.0,,,9.0
produkto,"{Ｂ}産物, 製品",产品，产物,,5.0,,,5.0
profeto,{Ｂ}預言者,先知；预言家，预言者,,9.0,,,9.0
proksim/uma,"{Ｂ}おおよその, 近似の",差不多的，大约的，近似的,,7.0,,,7.0
proletario,"{Ｂ}プロレタリア, 無産者",同proleto（无产者）,,9.0,,,9.0
proleto,"{Ｂ}プロレタリア, 無産者",无产者,,9.0,,,9.0
propagandi,{Ｂ}［他］宣伝する,宣传，传播,,9.0,,,9.0
propozicio,"{Ｂ}【文】節, 文; 命題",单句，句，分句；命题,,9.0,,,9.0
provizo,"{Ｂ}蓄え, 在庫",储备，供应品,,8.0,,,8.0
provoki,"{Ｂ}［他］挑発する, 引き起こす",向…挑衅（战）；引起，激起,,9.0,,,9.0
pruno,"{Ｂ}【果】スモモ（李）, プラム",李，李子,,9.0,,,9.0
prunto,"{Ｂ}貸借, 借金",借；借入（出）的款或物,,5.0,,,5.0
pudro,"{Ｂ}おしろい, パウダー",香粉，化妆粉；粉,,9.0,,,9.0
